query_shape	count
["8,11,12,39","8","8,11,12,16,39","8,11,12,39,343"]	374
["98"]	373
["71","3,71","71,81","71,591","71,1501","71,27266","71,1955"]	373
["5,8","5,24"]	370
["5,421","5"]	366
["31,44","8"]	366
["4,5","5"]	366
["44,170"]	365
["5,1326","5"]	365
["68"]	361
["5,246","5"]	360
["421"]	360
["8,52","2,5","2,5,8","2,5,16","2,5,342","2,5,157","2,5,401","2,5,2510","2,5,1154","2,5,169","2,5,1069","2,5,752","2,5,402","2,5,1290","2,5,23435","2,5,794","2,5,8,16","2,5,8,342","2,5,8,157","2,5,8,401","2,5,8,2510","2,5,8,1154","2,5,8,169","2,5,8,1069","2,5,8,752","2,5,8,402","2,5,8,1290","2,5,8,23435","2,5,8,794"]	358
["8","8,47"]	357
["5,793","5"]	355
["5,1155","5"]	352
["5,176","5"]	349
["5,2079","5"]	349
["5,8,24","13"]	347
["5,1120","5"]	345
["8,44","8,284","2,8","52"]	342
["72"]	339
["2453"]	338
["3,5"]	333
["5,2802","5"]	331
["5,517","5"]	331
["5,910","5"]	330
["2","1","13"]	328
["5,13107","5"]	326
["5,1523","5"]	324
["2,11,12"]	324
["5,294","5"]	324
["5,653","5"]	320
["1,13"]	318
["5,1246","5"]	316
["8,52","5,8"]	316
["19879"]	313
["5,2775","5"]	312
["5,664","5"]	311
["8","8,352"]	308
["5,757","5"]	307
["11,12","11,12,86"]	305
["5,645","5"]	305
["8,38","5"]	302
["5,2082","5"]	300
["5,1808","5"]	300
["52","38","5"]	300
["8","90","8,1941","8,71"]	297
["5,583","5"]	296
["5,2072","5"]	293
["5,7","5"]	289
["158"]	288
["5,75","5"]	287
["5,13000","5"]	286
["20293"]	285
["5,542","5"]	282
["5,14910","5"]	280
["5,1039","5"]	278
["5,327","5"]	276
["5,397","5"]	276
["8","8,24","5,183,13154","8,472","5,8","8,596","8,83","8,208"]	274
["19864"]	274
["50"]	274
["5,1662","5"]	273
["5,390"]	273
["5,669","5"]	270
["8,52","38","5,8"]	268
["8","3","86","2377","986","208","1779","704","3056","408","2993","81","19305","19306","11","12","14"]	268
["74","37"]	267
["5,106","5"]	266
["5,265","5"]	266
["5,388","5"]	264
["5,31"]	262
["34367"]	261
["34421"]	260
["34420"]	260
["34423"]	260
["34422"]	260
["34369"]	260
["34368"]	260
["34384"]	260
["20163"]	260
["34383"]	260
["34419"]	260
["34387"]	260
["20161"]	260
["34385"]	260
["34386"]	260
["20162"]	260
["34388"]	260
["34412"]	260
["34411"]	260
["34414"]	260
["34413"]	260
["34380"]	260
["34416"]	260
["34415"]	260
["34418"]	260
["34381"]	260
["34417"]	260
["34430"]	260
["34432"]	260
["34433"]	260
["34436"]	260
["34410"]	260
["34379"]	260
["34371"]	260
["34407"]	260
["34408"]	260
["34370"]	260
["34406"]	260
["34373"]	260
["34372"]	260
["34409"]	260
["34376"]	260
["20154"]	260
["34374"]	260
["34378"]	260
["34377"]	260
["34425"]	260
["34424"]	260
["34401"]	260
["34427"]	260
["34426"]	260
["34403"]	260
["34429"]	260
["34402"]	260
["34405"]	260
["34404"]	260
["8","8,15","2,8","8,86","8,170","8,776","8,23479","8,23480","8,23481","8,283","8,648","8,908","8,16","8,713","8,1349","8,47","8,23482","8,23483","8,23484","8,152","8,14","8,24","8,11","8,12","8,31","8,23518"]	258
["8","8,13,31","8,13,31,73","8,13,31,137","5","8,13,31,225"]	258
["36,37","83","302"]	257
["31","299"]	256
["5,15080","5"]	256
["24,98","24,98,502","24,36,98","24,98,294","2,24,98"]	255
["16,24"]	255
["8,38","5,8"]	254
["5,102","5"]	253
["5,274","5"]	252
["5,24,36,71,454"]	250
["207"]	247
["13","2","1"]	246
["5","5,74"]	245
["8","3"]	244
["5,2747","5"]	243
["2,16,71"]	243
["5,3377","5"]	243
["3,11,12"]	242
["5","5,810"]	240
["5","5,247"]	240
["5","5,1894"]	240
["5","5,49"]	240
["5","5,2677"]	240
["5","5,472"]	240
["5","5,75"]	240
["5,136","5"]	239
["5,285","5"]	239
["5,214","5"]	238
["81"]	238
["5,1296","5"]	237
["5,914","5"]	237
["36,100"]	236
["5,8","5,8,436,437","5,8,58,59,909,1083,1726,1728","5,8,271"]	235
["2010","53","54"]	235
["5,1804","5"]	234
["5,1806","5"]	233
["5,38","5"]	233
["5,1083","5"]	232
["5,8","11,12"]	231
["5,909","5"]	229
["5,2351","5"]	228
["16","273","220","37","36","68","132","274","275","3","276","2","277","278","279","280","281","207","225","254","282","283","284","285","286","126","287","288","145","44","289","290","291","80","292"]	227
["5,1506","5"]	227
["5,2165","5"]	226
["5,3056","5"]	225
["5,15135","5"]	224
["84"]	224
["8,52","5,11,12"]	223
["5,22460","5"]	222
["5,516","5"]	222
["3,16"]	222
["34375"]	222
["5,15051","5"]	221
["5,1370","5"]	221
["5,99","5"]	220
["5,474","5"]	219
["5,108","5"]	218
["5,408","5"]	218
["5,22011","5"]	217
["5,753","5"]	217
["5,1726","5"]	216
["116"]	216
["5,12264","5"]	215
["53","1825"]	215
["5,14854","5"]	215
["5,23513","5"]	215
["5,1630","5"]	215
["81,13130,13131,13132,13133,13134,13135,13136,13137,13138,13139,13140,13141,13142,13143,13144,13145,13146,13147,13148,13149,13150,13151,13152,13153"]	215
["5,1728","5"]	214
["5,383","5"]	214
["5,1251","5"]	214
["5,721","5"]	214
["5,1597","5"]	214
["95","8,95"]	213
["19849"]	213
["5,58","5"]	213
["5,146","5"]	213
["5,12401","5"]	212
["5,23334","5"]	210
["14792"]	210
["5,59","5"]	210
["5,461","5"]	209
["119"]	209
["5,13117","5"]	208
["5,15115","5"]	208
["20186"]	207
["21687"]	207
["146"]	205
["5,591","5"]	205
["5,8","5,44"]	203
["74","8"]	202
["5,13100","5"]	201
["5,679"]	201
["8","8,16","8,38","5,8","8,11,12"]	200
["5,2069","5"]	200
["462"]	200
["20195"]	199
["34428"]	197
["15033"]	196
["34431"]	196
["34435"]	196
["5,232","5"]	195
["5,1683","5"]	195
["5,95","5"]	195
["5,22471","5"]	195
["31,69"]	194
["34164"]	194
["5,272","5"]	194
["5,30","5"]	193
["53"]	193
["5,987","5"]	193
["8,44","1,8,44"]	192
["3,4,5,7,8,145","8","3","3,5,7,8,136,145"]	189
["5,24,36"]	188
["5,22402","5"]	188
["5,22394","5"]	187
["5,21807","5"]	187
["5,22407","5"]	187
["5,409","5"]	187
["5,22391","5"]	186
["5,21676","5"]	185
["5,22410","5"]	185
["5,497","5"]	185
["5,22393","5"]	185
["5,22401","5"]	185
["5,1727","5"]	184
["5,22409","5"]	184
["5,13511","5"]	184
["5,22414","5"]	184
["5,2453","5"]	183
["5,1729","5"]	181
["5,3371","5"]	178
["5,20119","5"]	178
["5,277","5"]	177
["5,14697","5"]	176
["5,2860","5"]	176
["5,192","5"]	175
["153"]	175
["5,23211","5"]	175
["5,1730","5"]	174
["5,83","8"]	174
["5,23","5,8"]	174
["5,1550","5"]	174
["5,74","5,8"]	173
["5,278","5"]	173
["5,2407","5"]	172
["5,2018","5"]	172
["5,1734","5"]	172
["5,825","5"]	171
["2678"]	171
["5,8","8"]	171
["5,104","5"]	170
["5,665","5"]	170
["1,2,11,12,13"]	170
["5,117","5"]	168
["8","8,24","2,8","8,664","8,74","8,49","8,472","5,8","8,596","8,83","8,208","8,106","8,555"]	167
["5,22467","5"]	167
["5,251","5"]	167
["5,598","5"]	167
["5,116","5"]	166
["5,15054","5"]	165
["21698"]	164
["2,71","2,13,71","2,36,71","2,71,100"]	164
["37","5","95"]	164
["5,247","5,8"]	164
["5,437","5"]	162
["5,8","2,5,8"]	162
["5,12290","5"]	162
["819,1112,1122"]	162
["276"]	161
["5,15118","5"]	160
["5,1495","5"]	160
["95","147","95,147"]	160
["2010"]	160
["5,436","5"]	159
["5,597","5"]	158
["5,2326","5"]	157
["5,2553","5"]	157
["5,2377","5"]	157
["5,342","5"]	156
["5,1145","5"]	156
["5,718","5"]	155
["5,13208","5"]	154
["5,2695","5"]	154
["21695"]	154
["750","750,2612"]	154
["5,213","5"]	154
["5,2593","5"]	153
["5,12911","5"]	153
["1120"]	153
["5,8,31"]	152
["5,13213","5"]	152
["5,1149","5"]	152
["5,1737","5"]	152
["5,2556","5"]	151
["5,19379","5"]	151
["752","24"]	150
["794","24"]	150
["134","24"]	150
["5,8,49","5,8","49","5,8,49,72","5,8,49,120","5,8,49,503","5,8,72","5,8,120","5,8,503"]	150
["2","226"]	150
["1783","24"]	150
["285","24"]	150
["169","24"]	150
["208","24"]	150
["1283","24"]	150
["5,1644","5"]	149
["5,247","5"]	148
["5,2318","5"]	148
["5,18202","5"]	148
["750","230,750"]	148
["349"]	147
["5,755","5"]	146
["5,8","3,5","5,40"]	146
["83","8"]	146
["5,539","5"]	146
["8,71","226"]	145
["8","71","16","52","38","2"]	145
["5,15","5"]	144
["5,1619","5"]	144
["5,20454","5"]	144
["5,393","5"]	144
["2","16","284","36","100","474","68","1582","275","815","157","1725","2510","1094","2888","42","165","170","86","15"]	144
["5,982","5"]	143
["5,18750","5"]	143
["5,1779","5"]	143
["5,8,44,317"]	142
["559"]	142
["5,629","5"]	141
["5,21802","5"]	141
["2","16"]	140
["5,41","5"]	140
["100"]	140
["5,456","5"]	139
["5,756","5"]	138
["5,826","5"]	138
["5,800","5"]	137
["5,94","5"]	137
["5,989","5"]	137
["5,2765","5"]	137
["5,22403","5"]	137
["5,1434","5"]	136
["5,1436","5"]	136
["5,23215","5"]	136
["5,35","5"]	136
["5,340","5"]	136
["5,392","5"]	136
["5,12956","5"]	136
["5,1203","5"]	135
["20189"]	135
["5,13212","5"]	135
["1","1,16710","1,24","1,8","1,42","1,402","1,208","1,83","1,1447","1,14","1,41","1,143","1,154"]	134
["5,2192","5"]	134
["5,12338","5"]	133
["5,279","5"]	133
["5,22381","5"]	132
["158,505"]	132
["5,19385","5"]	131
["5,1129","5"]	131
["5,12519","5"]	130
["5,13068","5"]	130
["8,31,71"]	130
["405"]	130
["404"]	130
["5,170","5"]	130
["5,1084","5"]	130
["45","2,31"]	129
["5,119","5"]	129
["19400"]	129
["3095"]	129
["5,28","5"]	129
["5,13102","5"]	129
["1147"]	129
["236","8"]	129
["5,29","5"]	129
["149","8"]	129
["5,13538","5"]	128
["5,13195","5"]	128
["5,15025","5"]	128
["5,1596","5"]	128
["240"]	128
["5,49","5"]	128
["5,2510","5"]	128
["16","68","19301","98","503","131","284","36","2"]	128
["5,1629","5"]	128
["5,22013","5"]	127
["5,86","5"]	127
["5,22801","5"]	127
["5,2738","5"]	126
["5,1009","5"]	126
["1791"]	126
["1793"]	125
["5,20196","5"]	125
["5,17","5"]	125
["5,20073","5"]	124
["5,21685","5"]	124
["5,15478","5"]	124
["5,22468","5"]	123
["5,2861","5"]	123
["5,23223","5"]	123
["5,13116","5"]	122
["5,60","5"]	122
["5,13112","5"]	122
["5,61","5"]	122
["8,79"]	122
["2765"]	122
["5,1221","5"]	120
["5,396","5"]	120
["2,8,16,31,36,100"]	119
["273"]	119
["5,8,31","5,8","90","2,5,8,31","5,8,31,13087","22335","5,8,31,71","95","5"]	119
["5,788","5"]	119
["5,402","5"]	119
["5,57","5"]	119
["265"]	119
["8,44","226"]	119
["5,79","5"]	118
["5,1058","5"]	118
["5,491","5"]	118
["3,5,11,12,15,83"]	118
["5,8","8","5,8,13","5,8,14","5,8,15","5,8,36","5,8,265","8,14751"]	118
["8,16"]	117
["5,19393","5"]	117
["111"]	116
["5,20079","5"]	116
["8,932"]	116
["5,15112","5"]	116
["5,8,49","5,8","49","5,8,810","810","5,8,1503","1503","5,8,247","247","5,8,74","74","5,8,136","136","5,8,75","75","5,8,2678","2678","5,8,2677","2677","5,8,36,49","5,8,49,100","5,8,49,503","5,8,36","5,8,100","5,8,503","5,8,36,810","5,8,100,810","5,8,503,810","5,8,36,1503","5,8,100,1503","5,8,503,1503","5,8,36,247","5,8,100,247","5,8,247,503","5,8,36,74","5,8,74,100","5,8,74,503","5,8,36,136","5,8,100,136","5,8,136,503","5,8,36,75","5,8,75,100","5,8,75,503","5,8,36,2678","5,8,100,2678","5,8,503,2678","5,8,36,2677","5,8,100,2677","5,8,503,2677"]	116
["5,22452","5"]	115
["5,911","5"]	115
["5,2349","5"]	115
["8,225"]	115
["5,23","5"]	114
["5,15052","5"]	114
["8,597"]	114
["5,8,83"]	114
["5,36"]	114
["8,516"]	114
["2837"]	113
["134"]	113
["252"]	113
["220"]	113
["5,2315","5"]	113
["5,1076","5"]	112
["5,13120","5"]	112
["5,13127","5"]	112
["5,16,83"]	112
["5,461","454","462","463"]	111
["5,335","5"]	111
["5","5,679"]	111
["13087"]	111
["5,12502","5"]	110
["19905"]	109
["5,74","5"]	108
["5,337","5"]	108
["1526"]	108
["5,1900","5"]	108
["5,8,49","5,8","49","5,8,810","810","5,8,1503","1503","5,8,247","247","5,8,74","74","5,8,136","136","5,8,75","75","5,8,2678","2678","5,8,2677","2677","5,8,49,72","5,8,49,120","5,8,49,503","5,8,72","5,8,120","5,8,503","5,8,72,810","5,8,120,810","5,8,503,810","5,8,72,1503","5,8,120,1503","5,8,503,1503","5,8,72,247","5,8,120,247","5,8,247,503","5,8,72,74","5,8,74,120","5,8,74,503","5,8,72,136","5,8,120,136","5,8,136,503","5,8,72,75","5,8,75,120","5,8,75,503","5,8,72,2678","5,8,120,2678","5,8,503,2678","5,8,72,2677","5,8,120,2677","5,8,503,2677"]	107
["5,20077","5"]	107
["5,293","5"]	106
["5,360","5"]	106
["5,1607","5"]	106
["5,22408","5"]	106
["144"]	106
["120"]	106
