TotalLines	96186795 
TotalQueries	96186795 
ValidQueries	96157585 
VariablePredicateQueries	26133344
SubQueryQueries	168204
PredicatePathQueries	20032989
query_shape	count
["42"]	8131936
["211"]	7908283
["10"]	5552731
["146"]	3362917
["342"]	3126611
[]	2680716
["514"]	2529196
["168"]	2256089
["24,26,29","21","7"]	1889941
["123"]	1586857
["173"]	1248682
["5"]	774969
["18"]	756146
["3,13"]	636597
["6,23,168"]	567201
["3,12,23"]	496294
["49","7"]	399418
["6"]	381356
["736"]	300829
["21,49,142,1618","24,26"]	281385
["3,6"]	267813
["1","7"]	226137
["21,42,43,44,45,46,47"]	217830
["3,56,57,58"]	196078
["18,65","194"]	175993
["3,12,13,14"]	175222
["7","222,226,235,2447"]	167260
["754,14191","121","259,6568","7"]	164725
["27","24,28,29","7"]	162306
["49","24,26,29"]	146648
["6,14,64,168"]	146118
["168","7"]	144157
["120"]	134153
["119"]	131658
["3330","7"]	128807
["231","7"]	123835
["3,14"]	119536
["761","6"]	113369
["12"]	111694
["231"]	110604
["142"]	103675
["128"]	100925
["3"]	98186
["6,49,57,113","7"]	97643
["2960"]	95114
["96,97,98,99,100,540,541"]	93123
["47","7"]	89867
["6,23"]	83931
["243","6"]	68454
["6,14,18,21,22,64,65,197,806"]	66738
["6,88,89","24,29"]	63940
["125"]	61026
["3,21","7"]	60731
["2627","24,26"]	59532
["483","7"]	58927
["13,124","3"]	55699
["3,42,126,168"]	51963
["1"]	51271
["1308","255,259,1309","7"]	51228
["61"]	48919
["6,13,47,64,348"]	43091
["271"]	40994
["7","2,222,226,235,2447"]	40466
["3,23,42,126,168","6"]	38822
["21,61"]	38615
["572"]	38258
["18563"]	36853
["3,21,87,168","6","7"]	36091
["3","7"]	36063
["121","6"]	33456
["61,4079","2887"]	33318
["7"]	32864
["7","6,231"]	32631
["833"]	31777
["59,185","239,832"]	31776
["3,185,867","239,832"]	31774
["1031"]	31629
["3,6","7"]	29626
["49"]	29308
["87","7"]	27824
["6,87,142","7"]	27791
["3,265"]	26428
["3","6,56","7"]	23022
["3,6,17"]	22231
["120,980"]	21691
["64","24,26,29"]	19822
["126"]	19789
["1581"]	19634
["197"]	18904
["13792","6178","6"]	17390
["12","6"]	16824
["53"]	16065
["1455"]	15753
["23,87,168","24,29","7"]	15306
["23,87","7"]	14998
["3,49","7"]	14870
["5166"]	14661
["49","24,29","7"]	14196
["6,18,21,22,23,891","7,19"]	14005
["3,17"]	13578
["24,26","7"]	13061
["2579","2581,7170","709","2960"]	12874
["706","707,2657","709","2960"]	12848
["21,569"]	12716
["3,47,221"]	12679
["3,47"]	12678
["3,47,220"]	12646
["3,602","7"]	12335
["3,12,14,44,45,64,163,170,198,339,350,480,481,486,488,727,940,1039","340","7"]	12309
["2240","3,2364","3,1297","7"]	12156
["3,339","340,599,600,9073,9164","773,1640","773,1640","7"]	12035
["3,5,12,14,47,64","7"]	11754
["480","7"]	11530
["263"]	11480
["480","168,220,221,732,733,734,868,1422","7"]	11319
["217","218","7"]	10835
["3,66,1481","197"]	10599
["13","6"]	10580
["24","3"]	10429
["65,212,1065","7"]	10212
["3,23,42,126,168"]	10000
["45","6"]	9987
["122"]	9945
["1126","7"]	9609
["88"]	9438
["13"]	9159
["3,65"]	9014
["3,6,47,221,1985","3"]	8643
["6,197,222,1610"]	8504
["658"]	8230
["1,450"]	8149
["15"]	8094
["12,47","24"]	8078
["18","7"]	7760
["24,29"]	7754
["22846"]	7092
["3,6","6"]	6843
["121"]	6715
["35"]	6345
["6,28,140,150,351,353","354","7"]	5634
["13495","255,259,5904"]	5532
["13495","5904"]	5531
["3,23"]	5412
["6","7"]	5412
["3,65,473,1126","6","6","7"]	5130
["3,15"]	4978
["667,696,697"]	4895
["197","7"]	4874
["2196","2223"]	4719
["2196","255,259,2223"]	4700
["498"]	4612
["22,42,243"]	4423
["3","6"]	4266
["14"]	4165
["28,118"]	4062
["14","7"]	4048
["129"]	3978
["126,399","24,29"]	3972
["49,200","7"]	3793
["6,445"]	3674
["6,18,21,22,23,891","7,19,20"]	3622
["3,231","7"]	3515
["21","7"]	3502
["3","231","7"]	3488
["3276"]	3410
["3,450"]	3409
["13,14,21","7"]	3368
["64","7"]	3360
["24","18","7"]	3278
["64"]	3189
["49,22739"]	3154
["510","7"]	3139
["510","168","7"]	3072
["1,6,42,142,271,572"]	3012
["175"]	2937
["13,450"]	2891
["649","537,650,2630"]	2867
["3,35"]	2824
["49,57","7"]	2789
["21"]	2773
["61,1451"]	2764
["3,114"]	2719
["3,14,64","7"]	2717
["167"]	2707
["131"]	2684
["138"]	2664
["7","3,65"]	2661
["482"]	2640
["1980","1981"]	2609
["18,65","7"]	2601
["57,58,470"]	2591
["114"]	2578
["148","3482"]	2574
["148","3481"]	2573
["6,220,221,243","7"]	2552
["24"]	2480
["3,65","7"]	2442
["3,339,571,16950","340,341","24,26","7"]	2415
["3,1456","7"]	2388
["1328","89,1121,1680"]	2366
["24,26,29"]	2296
["7","145,3139"]	2265
["3,145,833","7"]	2265
["3,6,49"]	2243
["706","707","22198,22199","2960"]	2235
["7","2,222,226,235,1069,2447","1069"]	2220
["3,12,13","24"]	2191
["3,6,15,21,59,65,75,109,110,114,115,136,141,165,371,394,483,743,908"]	2130
["492","493,1001"]	2115
["1618"]	2097
["3,64","7"]	2055
["149"]	2019
["62,143"]	1951
["3,66"]	1915
["3,6,14,256,2560","257","7"]	1882
["3,12,13","24","7"]	1876
["45"]	1860
["190","7"]	1831
["197,591,620,854,2250","7"]	1824
["59","7"]	1819
["1121"]	1765
["3,21,1168","7"]	1762
["23,1550","7"]	1754
["21,23"]	1744
["294"]	1722
["339","340,341"]	1719
["6,231"]	1715
["2627"]	1711
["298"]	1672
["4320"]	1666
["75","7"]	1666
["3,18,21,66,2205","7,2131"]	1651
["2179,2762","7"]	1648
["2179"]	1645
["2179,2762"]	1645
["774"]	1645
["1311"]	1645
["3,6,66","24,29"]	1638
["7","3"]	1631
["49,70","7"]	1629
["42","7"]	1627
["6,42"]	1619
["124"]	1609
["481","7"]	1604
["706","707","22198","24,26"]	1569
["14,21,597","7"]	1551
["23"]	1546
["481","168,220,221,732,733,734,868,1422","7"]	1546
["6,449,450"]	1531
["649,2179","650,2630","7"]	1495
["6,12,13,14,47,64,243","6","24"]	1494
["655"]	1492
["87"]	1476
["3,6,12,14,64,159","3,6,12,14,64"]	1469
["1667"]	1463
["6,18","7"]	1459
["106"]	1447
["23,168"]	1440
["3,339","255,259,340","7"]	1411
["119,845","24","7"]	1403
["3,12,14,44,45,64,163,170,198,339,480,481,486,488,727,940,1039","255,259,340","7"]	1400
["3,6,12,14,64,727","3,6,12,14,64"]	1399
["66"]	1373
["6,18,121,126","7"]	1360
["144"]	1355
["268"]	1348
["116"]	1344
["3,14,21,64","24,29","7"]	1344
["241"]	1344
["2192","2193"]	1324
["49,57,596","7"]	1281
["4696"]	1279
["57,109,136,141,521","7"]	1274
["12,21,45,47,198","7"]	1259
["399"]	1203
["2627","24,26","2960"]	1201
["65"]	1199
["6,194"]	1192
["7","3,13,14"]	1177
["56","7"]	1136
["3,6,66","3,6","7"]	1131
["339","340"]	1124
["223"]	1123
["81"]	1109
["24","18"]	1106
["32"]	1094
["163","24,29","171"]	1093
["300"]	1088
["3003"]	1080
["3,14,21,42","24,28","7"]	1069
["3,18,21,66,2205","7,2131,2132"]	1063
["113,228"]	1006
["3,79,142","24,26,29","7"]	1005
["3,6,21,56,57,136,193,466","6","7"]	970
["12,198","24"]	968
["7","3,66,858,1481"]	965
["285"]	950
["59"]	943
["3,12,47"]	935
["3,12,14,44,45,64,163,198,339,940,1039","255,259,340,599,600","7"]	924
["53","7"]	924
["3,56,57,135,330","6","6","7"]	916
["18","6,18","7,389,390"]	914
["294,342"]	903
["140","7"]	903
["24,29","21,23"]	900
["135"]	899
["89,664,1126,1667,2832","3,6","630,2833"]	895
["56,135","6,922"]	881
["18","18","6,18","7,19,20"]	878
["56","57,288"]	876
["328","255,259,306,329","6","6","7"]	874
["302","255,259,304,306","6,21","6","7"]	868
["6,281","24,29"]	867
["1,22,45,271,501,572,573,1713,1732"]	851
["62"]	850
["14,64","7"]	834
["3,6,23","7"]	822
["3,64"]	802
["24,25,26"]	785
["22738"]	785
["320"]	782
["114,165"]	756
["65,638"]	755
["3,12,13,14","24"]	755
["142","24,29","7"]	752
["22640"]	751
["344","345,346"]	732
["339","255,259,340,341,729,17043"]	718
["498,1522"]	717
["14,47"]	716
["143"]	715
["6,220","24,26","7"]	712
["333"]	711
["28,140","7"]	709
["139"]	703
["42,126"]	701
["3,5,49,57"]	700
["1073","7"]	700
["6,222,922"]	695
["6,13,14","7","6","6"]	694
["1902"]	692
["23","7"]	690
["3,64,449,450"]	690
["327"]	688
["265"]	685
["308"]	680
["266"]	679
["321"]	679
["6,355"]	678
["706","707","22198,22199","24,26"]	678
["27,42"]	678
["42,285"]	678
["290"]	677
["252"]	677
["237"]	677
["235"]	677
["3,699"]	677
["940"]	676
["281"]	676
["286"]	676
["42,232"]	675
["213"]	675
["2172"]	674
["295"]	674
["283"]	674
["171"]	673
["275"]	673
["233"]	673
["42,243"]	673
["224"]	673
["226"]	673
["65,317"]	672
["325"]	672
["3,66,219"]	672
["326"]	672
["323"]	672
["253","254,418"]	672
["324"]	672
["293"]	672
["292"]	672
["65,334"]	672
["21,318"]	672
["277"]	672
["273"]	672
["42,211"]	672
["299"]	672
["309"]	672
["274"]	672
["1274","1274"]	672
["188,422"]	672
["3,236"]	672
["90,422"]	672
["335"]	672
["215"]	672
["36"]	672
["312"]	672
["313"]	672
["3,276","276"]	672
["65,270"]	672
["280"]	672
["65,300"]	672
["8"]	672
["745,3333"]	672
["289"]	672
["3,12,2525"]	672
["287"]	672
["3,301"]	672
["222"]	672
["322"]	672
["225"]	672
["980"]	664
["754","7"]	664
["155"]	663
["55"]	663
["6,595"]	661
["6,197"]	661
["3,6,17,57,59,136,655","21","7"]	654
["17","7"]	652
["231","231","231","7"]	647
["3,229"]	647
["227"]	646
["1311,1538","7"]	639
["1597","537,1598"]	638
["49,990","7"]	638
["622","7"]	635
["15123","375,7443","7"]	634
["2627","24"]	623
["114","7"]	620
["620"]	618
["3,66,196","66"]	617
["1328","88,89,168,231,1121,1214,1667,1678,1680,1965,1966,1967","9965","1960","7"]	609
["22151"]	602
["1073","168","7"]	600
["3002"]	599
["3,430,431,432","435,436,437","433,434","7"]	586
["6,42,220,221,243","7"]	584
["1859"]	551
["151"]	550
["56","173","7"]	549
["28"]	546
["556"]	545
["6,13,14,64,118","6,13,14,64,118"]	544
["47"]	538
["3","24"]	535
["3,17","3,59","7"]	529
["57,288","56"]	527
["2982"]	527
["7","3,5"]	523
["70"]	522
["6,28"]	518
["398"]	517
["243"]	516
["206"]	510
["3,6,13499","376,5917","194","7"]	507
["3,52"]	486
["23,18096","7"]	484
["3,6,13,371","3,6"]	482
["200"]	478
["3,12,13,47","24"]	477
["22198,22199","2960"]	470
["1328","88,89,168,231,1121,1214,1667,1678,1680,1965,1966,1967","1968","7"]	469
["13,47"]	464
["3,114,115","65"]	453
["706","707"]	449
["6,18,21,22,23,151,891","7,19"]	447
["232"]	447
["3,6,17,136","21","7"]	445
["18","389,390"]	444
["3,6,371"]	438
["3,165"]	436
["18,21,663","7"]	436
["3,12,626,1452,2688","24,26"]	434
["23,62"]	434
["141"]	431
["3,14,65"]	422
["3,23,56","6"]	420
["614"]	420
["24","13"]	419
["4839"]	416
["6,18,21,142"]	413
["328","329,376","6","476","6"]	410
["337","466,467","7"]	409
["23,348","7"]	409
["3,12,13"]	404
["445","6"]	404
["473"]	401
["18,59","7"]	400
["338"]	399
["66","7"]	399
["42,57,109,136,141","7"]	398
["12,13,413"]	395
["3,66,369","496"]	395
["3,339,571,16950","255,340,341","113","24,26","7"]	393
["288"]	393
["3,12,14,47","7"]	392
["3,12,64","7"]	384
["13,21","7"]	378
["6,13,168"]	374
["136"]	372
["21,114,115,164,165","7"]	372
["3,124"]	370
["7","12,13,14,47"]	366
["1875"]	365
["3,6,18,21,65","7"]	365
["3,114,165"]	365
["7","3,6,831","6"]	365
["65","7"]	361
["3,6,87,197"]	359
["22817"]	359
["3,66","7"]	359
["3","24,29"]	351
["110"]	349
["3,339,571,16950","259,340,341","228","24,26","7"]	348
["56"]	346
["3,13,47"]	344
["417"]	344
["486","7"]	343
["3,45"]	342
["18,65,1481","7"]	341
["3,6,165"]	340
["3,66,369"]	339
["3,58","7"]	338
["21,66,151,763,1617","66","764","765,766"]	337
["452"]	335
["3,47,64","7"]	334
["3,6,168"]	333
["3,21","624","7"]	333
["1411"]	329
["3,6,12,13,14,47"]	329
["3,64,449"]	326
["3,64,450"]	325
["3,12,14,21,45,47,64,220,221","7"]	323
["18,66","18"]	321
["229"]	319
["6,21,42,106,173,574,575","24,26"]	314
["3,6,21,23","7"]	310
["253","254,255"]	310
["3,12,14,64,170,198,339","255,259,340","7"]	308
["12,13","24,29"]	307
["6,13","7"]	307
["12,13","7"]	306
["525"]	303
["3,59"]	300
["1311,1312"]	299
["3,58"]	295
["3,15,114,165","14,64"]	292
["3,12","7"]	290
["438"]	290
["3,136"]	289
["66,151"]	288
["1495","1623","1463","2860","1463","2860"]	286
["242"]	286
["3,15,21,110,114","1","1","7"]	283
["1463,1495","1623","2860","1463","2860"]	282
["4536"]	282
["3,66","3,66","3","7"]	281
["21501","21502"]	279
["620","733"]	278
["7","13"]	277
["12","7"]	274
["23,415","7"]	272
["3,12,13,14,21,47,501,1460","7"]	268
["18647"]	265
["890","7"]	264
["18719"]	264
["6,18,21,22,23,891,18003","7,19"]	263
["486"]	263
["413"]	261
["253","254,259"]	261
["24,26","449"]	258
["6,115"]	258
["209","7,2131","3,14,21,64,171,207"]	258
["479"]	258
["3,18,21,253","7,2131","179","14,21,64"]	257
["3,198"]	257
["3,114,147","65"]	256
["89,1667"]	255
["3,12,13,47"]	254
["642"]	254
["422"]	252
["124","7"]	252
["1121,4389","89,1121","1328"]	251
["96,97,98,99,100,540,541","6,12,480,519","6","6","7"]	251
["59,113,228,1666","24,26,29","7"]	251
["28","7"]	250
["1,3,14,47,64,271,572","7"]	248
["6,698"]	244
["3,370","452,454"]	244
["3,21"]	242
["13","7"]	242
["7","3,59"]	240
["582"]	240
["1220"]	239
["3,6,21","7"]	239
["7","3,483"]	239
["6,18,66,1080,1617"]	238
["3,45,1039","18","7"]	237
["3,6,12,13","24,29","7"]	237
["104,413","59","1625","239,2086","57,288","7"]	236
["1522"]	235
["253,893","254,259","7"]	234
["663"]	232
["652"]	231
["3,12","24","7"]	231
["3,28","7"]	229
["3,132,147,148","24,26"]	229
["3,6,607","24,29"]	229
["12,13"]	229
["3,680"]	227
["3,132,147","24,26"]	226
["3,6,21,142,595,620,757,758,759,760,761"]	225
["6,14"]	225
["65,151","8"]	224
["485"]	224
["3,47","7"]	223
["2538"]	223
["3,49","929","7"]	223
["165,448,788","339","255,259,340"]	223
["110,136"]	223
["446"]	222
["510"]	221
["6,121"]	221
["3,12,13,14","24","7"]	218
["96,97,98,99,100,540,541","231","7"]	216
["3,49","24,26"]	214
["3,12,450"]	213
["21,243"]	213
["3,142","7"]	213
["6,231","7"]	212
["3,12,13,47","7"]	211
["3,56,123","3,64,173"]	211
["1816"]	211
["22628"]	211
["3,6,23","24,26"]	210
["1609"]	210
["649","650,651"]	209
["145"]	208
["42","24,28","7"]	207
["3,15,21"]	206
["120,128,138,139,215,286,427,641,980,981,982,983"]	206
["3,18,21,65","7"]	204
["96,97,98,99,540,541,686","687","7"]	204
["23,202","7"]	202
["243","24,26"]	200
["3,1411","7"]	200
["3,12,13","24,29"]	200
["1847"]	200
["4586"]	199
["13","24"]	199
["3,109"]	198
["3,15,114"]	197
["2903","4000"]	197
["352","7"]	197
["96,97,98,99,100,540,541","145","7"]	197
["339","255,259,340,341,599,600,729,17043"]	197
["1,3,49,87,501,572,1877"]	196
["725","7"]	195
["3,6,18,21,65"]	195
["295","7"]	194
["23,521","7"]	194
["229","24,26"]	194
["59,90,185,188","58","239,832","7"]	194
["96,97,98,99,100,540,541","480","7"]	192
["3,201"]	191
["3,21,114"]	189
["198"]	188
["3,1411"]	185
["6,168,13568","6,168,13568","6,1342,13568"]	184
["528"]	183
["3,12,13","7"]	182
["339","255,259,340,341,729,17043","7"]	180
["14,64"]	180
["1328"]	176
["3,64,339,571,16950","340,341","24,26","7"]	175
["12,13","24"]	174
["7","22703,22704"]	173
["454"]	172
["3,339,571,16950","255,259,340,341,729","3,339","255,340,341,729","24,26","7"]	172
["427"]	171
["3,6,47,221,4659","24,26","7"]	171
["3,6,201"]	171
["14,45"]	171
["601"]	170
["114,115","7"]	170
["3,197","7"]	170
["1435"]	169
["7","3,18"]	169
["2623","24"]	168
["401,402"]	168
["6,124","24,29","7"]	168
["890","12","7"]	168
["3,66,369","24,26,29","496","7"]	168
["3571"]	168
["3,6,58,59,185,238,240","185","239","239","239"]	168
["1262","6","7"]	167
["558"]	167
["163"]	167
["3","24,26"]	167
["3,6,18,21,22,23,891","7,19"]	165
["28,61,62"]	164
["515"]	163
["7","3,483","6"]	162
["854","448","7"]	162
["3,87","7"]	161
["3,145"]	160
["929","59","7"]	160
["372","373,375","7"]	159
["12,13,47","24"]	158
["929","13","7"]	158
["18","18","7,389,390"]	158
["45,47,136,165,342,673,1089","7"]	157
["3,417"]	156
["723"]	156
["468","24,26"]	155
["929","510","7"]	155
["2599"]	154
["3,339,571,16950","340,341","24,26,29","7"]	153
["96,97,98,99,100,540,541","21,480","7"]	153
["7","15,21,114"]	152
["460","7"]	151
["6,88,89,231,1121,1214,1678,1965,1966","1328","1968"]	150
["3,6,13,168"]	150
["3,339,571,16950","255,259,340,341","24,26","7"]	150
["929","231","7"]	149
["3,65,66","66"]	148
["12,13,47"]	148
["7","6,14,21,23,42,44,45,64,126,154,211,243,1743","6","6","24","24"]	148
["170"]	146
["7","3,142,738"]	146
["3,121,194,501,1460","7"]	145
["1121,1678","9965","1960","7"]	145
["653","7"]	145
["24,25,26","7"]	144
["47","24"]	144
["1301"]	144
["484"]	144
["14,47,136,165,1399"]	143
["15,136","12"]	143
["3,44,339,571,16950","340,341","24,26","7"]	143
["3,12,13,450","24,29"]	143
["596"]	142
["7","231"]	142
["388"]	142
["7","3,12,13,21,47,168"]	141
["929","3","7"]	141
["3,66,369","24,26,29","7"]	141
["350"]	141
["17953"]	141
["6,363","3","745","7"]	141
["12,81"]	141
["6,12,64,413","7"]	141
["163,171"]	140
["15","64"]	140
["628"]	140
["3,12,1287"]	140
["3,114,483"]	140
["162"]	140
["1622"]	140
["3,264"]	139
["370"]	139
["3,49,17951"]	139
["13,47,1422","7"]	139
["3,572","7"]	138
["23,18501","7"]	136
["3,121,501,1460","7"]	136
["21287","375,376,21288","377","7"]	135
["136","6","7"]	135
["770","771,772","708,710,711","773"]	135
["221,733","3","7"]	134
["3,760"]	134
["1,49,294,342"]	134
["1,49,294"]	134
["3,21,231","7"]	133
